document,sentence
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ichaqa wakin runakunaqa ima unquya hap'iqtinpas hampi qhatuna wasillamantaa imatapas rantinku, qurakunatataq mana imapaq kasqanta yachaspa upyanku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Imataq kanman runakuna qura hampikunawan manaa hampikusqanmanta, chaymanta tapupakusun?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Aylluykipi qura hampi pallaymanta yacharquspaqa, huk sasachakuytaataq atipasun."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Iman kanman qura hampikunawan hampinakuy pisimanta chinkapusqanmanta riqsichiy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Iman kanman qura hampiwan manaa Raphi hampikusqanchikmanta riqsisunchik Yachananchikpaq allichakusun Yachaqmasiykikunawan rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qura hampikunawan hampikuytaqa, amapuni qunqasunchu."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Hampi quramanta awinchasun.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Sasawi t'impumanta willakuy Tomasqa, sasawi t'imputa hawayninkunawan upyan."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Paykunaqa sapa tutamantan munanku, ichaqa awichuqa rimapayan manam sapa p'unchawqa upyasunmanchu, sasawiqa chiripi wiksa nanaypaq, ch'uhullapaqwanmi allin."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Machulaqa sinchi llakisqa rimapakun, kunan runakunaqa manaam yachankuachu, imapaq sasawi hampi kasqanta, nitaq  Tapukuykunaman rimaspa kutichiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Imaraykutaq kay qillqasqapa, patan qillqa Sasawi t'impumanta willakuy?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Imaninantataq nin Sasawiqa chiripi wiksa nanayllapaq, ch'uhullapaqwanmi?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Imapiwantaq kanman, qura hampinchikta manaa riqsiqtinchik?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Tapukuyman allin kutichisqata (X wan) ch'impuy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,a Ima qura hampikunataq allin kanman wiksa nanaymanta hampikunapaq?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Mana yanapan Hampi qurakuna Ruraykuna Yanapan Yanapan Mana yanapan Taytamamaykiwan rimay, iman kanman ayllunchikkunapi manaa hampi qurakunata riqsiqtinchik, hampikuqtinchik ima."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Taytamaykipa iman kanman manaa qura hampikunawan hampikuptinchik, willasqanta siq'ispa qillqay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikmanta hamut'asun Tapukuykunata awinchaspa allin kutichisqata llimp'iy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ar Mana Allinchu, yachaqmasinchikman, taytamamanchikman qura hampikunawan manaa hampikusqanchikmanta willasqanchik?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Raphi Iman kanman qura hampikunawan manaa hampikuptinchik awinchaspa qillqasun Yachananchikpaq allichakusun Imaynatawantaq Mana qura qura hampikunawan hampiwanqa, qhali hampikuwaq?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Kunanqa awinchaspa rurasun.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykikunawan tukukuyninpi kikin t'uqyap simikunata machkaspa pukllay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qura hampimanta siq'ita qhawaspa, utqayllaman imakuna rikusqaykita willakuy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachaqmasiykikunawan pukllay, pitaq utqayllata nin ima rikusqantapas?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachaqmasiykikunawan muyupi tiyaspa, qura hampikunapa sutinwan pukllay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"... ... ... urqupi wiap wamanlipa sasawi ... ... ... ... pampanpi wiap muak'a ... ... ... ... mayu patapi wiap uqururu  Raphipi, allin qillqasqa simikunata llimp'iy sasawi ees Sasawipa rimaykuna apamusqanta llimp'iy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Mi  kisa Kisaqa wayrapaq kusa.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qura hampikunapa sutinwan pukllasun, yachaqmasiykipa qura hampi sutin rimasqanta uyariy, chaymanta qanataq tukukuyninwan hukta nillaytaq."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Muyupi tiyaspa qura hampikunapa sutinwan pukllay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,phallcha llawlli llantin kisa maych'a salwiya sasawi panti pimpinilla Yachasqanchikmanta hamut'asun Kutichiy: Ima simikunatataq riqsirqunki kay llamk'ana raphipi?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Raphi Qura hampimanta willakuyta awinchaspa qillqasun Yachananchikpaq allichakusun Manuelpa willakusqanta uyarisun.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachasqanchikta mat'ipasun Qillqasqata manaraq awinchachkaspa, kutichiy: Imapaqtaq qillqasqata awinchasun?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ch'inlla awinchay, chaymantataq, riqsisqayki simikunata muyuwan wichq'ay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qura hampi amachay Huk p'unchawsi, Micaela awichanpa kamachisqan sasawi qura hampi pallaq llikllan q'ipiykusqa urquta risqa."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qunqayllas anpi enfermerakunawan tuparqun, mancharisqas phawaylla awichanman willaq kutin."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Chaypis, ayllu runakuna, awicha, enfermerakunawan qura hampikunawanpas pastillaskunawanpas unquykukunamanta amachakunankupaq, hampikunankupaqwan ima chaninchanku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qura hampi amachay qillqasqata awinchaspa, rimaspa kutichiy:  Qallariyninpi imaynataq kasqa?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ima sasachakuypitaq Ana tarikurqan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Tukukuyninpi chaninchasqanku qampaq allinchu?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qura hampikunapa sutinta uyarispa, sapanka sutiq t'uqyasqanmanhina llimp'iy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykikunaq rurasqawan tupachispa imayna rurasqaykita willay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Hampiq machulamanta willakuyta uyariy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"San Juan ayllupi hampiq machulamanta Huk kutinsi, San Juan ayllupi tiyaq runakuna llapallanku corona virus unquywan unqurqapusqaku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Hinas, huk irqiqa hampiy yachayniyuq machulanta tapusqa, imaynatataq kay unquymanta hampikusunman, hinachu lliw runakuna waunqa, qanqa awichuy hampiytaqa yachankitaq nispa."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Machulaqa, qura hampiwan, despachuwan hampikuyta lliw aylluman yachachisqa; pastillaspas, yachayninchikpas iskayninmi allin nispa."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chaymantapacha iskaynin yachaywan qhaliyapuspa kusisqa tiyakapusqaku.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Willakuyta uyariyta tukuspa tapukuykunaman kutichiy:  May ayllumantataq kay willakuy kasqa?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imatataq rurawaq qura hampikunawan hampinakuy mana chinkapanpaq?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imataq kanman qura hampikunawan manaa hampikuptinchik?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Hampiqmanta willakuyta uyariyta tukuspaqa, huk willakuyta paqarichiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Manaraq qillqachkaspa, tapukuykunaman rimaspa kutichiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachaqmasiykikunapaq, willakuy paqarichisqaykita awinchay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikmanta hamut'asun Kutichiy:  Imatan willakuymanta yacharqanki?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Raphi Rimanakusunchik Yachananchikpaq allichakusun Siq'ita qhawaspa yachaqmasiykikunawan rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Q'umir mallkiwan musqukuy kusikuychu, llakikuychu kanman?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Qhali kawsaypaq musqukuymanta yachachiqniykiwan rimasqaykimanta yachasqaykita siq'iy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Astawan yachasun, kunanqa kikin t'uqyaqpi tukuq simikunamantaataq yachasun."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Manaraq qillqachkaspa, yachachiqniykiq kikin t'uqyaqpi tukukuqkuna awinchasqanta uyariy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Sasawi t'impucha, wiksa nanaypaq kusacha; Huk, iskay, kimsa!"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Utqayllata tukukuyninpi kikin t'uqyaqta rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykikunawan rimay: Ima simikunataq tukukuyninpi kikinta t'uqyasqa?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qura hampikunapa sutinwan tukukuyninpi kikin t'uqyap simikunata tariy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imapaqtaq tukukuyninpi kikin t'uqyaq simikunata yachanchik?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Llamk'asqayta riqsichini Raphi Yachananchikpaq allichakusun Willakuwaqchu, iman kanman qura hampikunawan manaa hampikusqanchikmanta?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Iman kanman qura hampikunawan manaa hampikusqanchikmanta willakunaykipaq allinta yuyaychakuspa siq'ispa qillqay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Taytamamaykiman, yachaqmasiykiman iman kanman qura hampikunawan manaa hampikusqanchikmanta siq'ispa qillqasqaykimanta willay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Iman kanman mana qura hampikunawan hampikuptinchik, willakuy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikmanta hamut'asun Rimaspa kutichiy:  Qura hampikunawan manaa hampikuptinchik iman kanman chayta chaninchaspachu willakurqanki?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Q'irukunapa hampinakuynin Raphi Yachananchikpaq allichakusun Patan qillqata awinchaspa tapukuykunaman kutichiy:  Imamantataq qillqa rimachkanman?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Q'irukunapa hampinakuynin Q'iru ayllupi runakunaqa qura hampikunawan hampinakuytaqa anchatan yachanku.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Paykunaqa kunankamapas imaymana qura hampikunata riqsinku, hampikuytapas taytamamankumanta, awichankumantapacharaq yachasqankuta mana qunqankuchu."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Kay hampinakuykunapiqa awichakuna, taytamamakuna, irqikunapas kankupuni."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Chaypin qhawaspa, uyarispalla qura hampikunata, hampiyta ima yachanku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"awinchayta tukuspa, yachaqmasiykikunawan rimaspa tapukuykunaman kutichiy:  Ima ayllumantataq qillqa rimasqa?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Chayhina hampinakuyninku, aylluykipi hampinakuyman rikch'akunchu?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Q'iru ayllupa hampinakuyninta, aylluykipi hampinakuytawan siq'iy, chaymantataq imakunapi rikch'akusqanta willakuy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Q'irukunapa chayhina hampinakusqanku, aylluykipi kikinchu?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qura hampi pallachkaqta siq'iy, chaymantataq sutiykita qillqay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Siq'isqaykita sumaqcha kananpaq Yupay qhipa raphipi k'askachinawan k'askarqachiy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Sutiy: Yatiqataja  T'aqa Ayllunchikpi aymurasunchik   Imaraykutaq chakranchikkunapi mikhuykuna Yachananchikpaq Yachananchikpaq pisiyapuchkan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Aylllukunapi runamasinchikkunaqa anchatapunin aymuray kinrayta suyakunku, imaymana mikhuykuna uqarinankupaq kaytataqmi ruranku tukuy sunqu pachamamanta, apukunamanta maarikuspa."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Aswanpas kunan watakunaqa manaam awpaq watakunahinachu mikhuykuna uqarikun, pisita tarpusqanchik rayku, chaymi ayllu runakunapaq ancha llakikuy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaynatataq yachasunman imarayku kunan chakrakunapi pisi mikhuykuna kasqanmanta?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chakrakunapi imarayku pisi mikhuykuna kasqanmanta siq'ispa willakuy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imarayku pisi mikhuykuna kasqanmanta Raphi riqsisunchik Yachananchikpaq allichakusun Yachaqmasiykikunawan rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Iman kanman Hawayniy mana qura Micaelawan hampikunawan sara qhawaq hampikuptinchik, risaqku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imanarunmi sarata Micaela awichanwan sara chakrata qhulla chuqlluman wayk'unankupaq risqaku.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chakraman chayaspas awichaqa llakisqa rimapakun kunan wataqa pisim saraqa kanqa nispa.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Hawayninta nillantaq: wawy pisi sara kanqa imaraykuchus kunanqa yuraq sarallataa mana wauyupta, mana pachamamaman haywarikuspa tarpuqtinchik."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaraykutaq pisi sara kapun?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaynatataq awicha sarata achkhata uqarinanpaq tarpunan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qillqasqapi, imaraykutaq sara pisi kanqa?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Tapukuyta uyarispa allin kutichisqata X(wan), chimpuy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaraykutaq awicha Micaelawan chakrapi pisita chuqlluta tarirqanku?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,".. ..  Allinchu kanman qampaq wakin runakuna yuraq sarallataa mana wanuyupta, mana pachamaman haywarikuspa tarpusqanku?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Imarayku pisi mikhuy kapusqanmanta taytamamaykiwan rimay, chaymantataq siq'ispa qillqay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykikunawan imarayku pisi mikhuy kasqanmanta tapumusqaykimanta rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikmanta hamut'asun Yachaqmasiykikunawan imarayku pisi mikhuy kasqanmanta tapumusqaykimanta rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Allinchu chakranchikkunapi mikhunanchikpaq Ar Mana hunt'asqa mikhuy tarpuy?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chakrakunapi imayna mikhuykuna awinchaspa Raphi qillqasun Yachananchikpaq allichakusun Yachaqmasiykikunawan rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chakrakunapi pisi Chakrata mikhuy kaptinqa awpaqhina allin taqipi mana kawsanapaq mikhuykuna llamk'ananchik!
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Chakramanta simikunapa kasqan llikachasqata llimp'iy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"muhu sara Cs# chakra a&&ato Ti#=)ra papa a  killa pl||o wanu   Micaela chakranman rispa chawpiman huk achalayta churasqa, achalapi kikin kaq qillqakunata kanchachay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Manuelpa awpaq sayaq wachupi qillqa paqarichisqanman rikch'akuqkunata wichq'ay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Chakramanta mikhuykuna uqarimusqa sutinta awinchaspa, siq'iwan t'uqyasqanmanhina tupachiy."
